CRS_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE,CRS_STARTTERM,CRS_ENDTERM
AHIS-366,AHIS,366,AHIS 366g,Picturing Democracy,Studies the art and visual culture of the United States from nation formation to the World's Columbian Exposition of 1893.,A,,False,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""]}",,
AHIS-369,AHIS,369,AHIS 369,Modern Art II,"An examination of European modern art and design, focusing on industrialization, urbanism, primitivisim, colonialism, and their relations to the arts.",,,False,,4,,,,{},,
AHIS-373,AHIS,373,AHIS 373g,History and Theory of Photography,Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision.,A,,False,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""]}",,
AHIS-400,AHIS,400,AHIS 400x,Undergraduate Apprenticeship,"Independent work in art museums, galleries or art history related institutes supervised by on-site professionals and USC faculty. Not available for credit for AHIS majors. CR/NC",,,False,"2.0 units, max 4",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Art History', 'Restriction:Registration open to the following class level(s): Junior, Senior']}",,
AHIS-415,AHIS,415,AHIS 415,Object-Worlds,Developing strategies for analyzing what material culture of the past can tell us about the individuals and cultures that interacted with it.,,,False,,4,,,,{},,
AHIS-483,AHIS,483,AHIS 483,East Asian Garden and Designed Landscape,Explores the transmigration of Japanese art and aesthetics and the politics of their adaptation and assimilation in Los Angeles.,,,False,,4,,,,{'alert': ['Note:JAPANESE DESIGN AND GARDENS IN LOS ANGELES-- Class sessions are 3 hours but please be aware that transportation to our field trip sites will require additional time; students will be required to meet at various locations in Los Angeles and Pasadena. Please allow for travel before AND after the scheduled class time fo Fridays 10-12:50 pm on site visit days.']},,
AHIS-490,AHIS,490,AHIS 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,{'alert': ['Note:Individual research and readings. Not availble for graduate credit.']},,
AHIS-494,AHIS,494,AHIS 494,Undergraduate Proseminar in Art History,"Historiography and methodology: introduction to techniques of research and writing. Required of all art history majors, preferably in junior year.",,,False,,4,,,,{},,
AHIS-495A,AHIS,495A,AHIS 495a,Undergraduate Honors Thesis,Research and writing of original thesis under guidance of faculty member. Prereq: Consent of instructor.,,,False,,2,,,,{},,
AHIS-495B,AHIS,495B,AHIS 495b,Undergraduate Honors Thesis,Research and writing of original thesis under guidance of faculty member. Prereq: Consent of instructor.,,,False,,2,(FA 495A or AHIS 495A),,,{'prereq': ['Prerequisite:1 from (FA 495AorAHIS 495A)']},,
AHIS-500,AHIS,500,AHIS 500,Methods and Theory of Art History,"Methodologies, theories and critical traditions that have shaped the discipline. Emphasis will vary depending on faculty. Required of all first-year M.A. and Ph.D. candidates. Open to graduate or limited status students in art history only.",,,False,,4,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Art History', 'Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
AHIS-503,AHIS,503,AHIS 503,Categories and Collections,"How collections are organized by category -- e.g., period, culture, materials, or mode of production. Examines collecting protocols, historiography and modes of collecting and viewing associated with that category.",,,False,,4,,,,{},,
AHIS-590,AHIS,590,AHIS 590,Directed Research,Research leading to graduate degree. Maximum units which may be applied to degree determined by department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
AHIS-593,AHIS,593,AHIS 593x,Practicum in Teaching the Liberal Arts,Practical principles for the long-term development of effective teaching within College disciplines. Intended for teaching assistants in Dornsife College. Open only to Art History doctoral students. Graded CR/NC.,,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Art History', 'Restriction:Registration open to the following class level(s): Doctoral Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
AHIS-790,AHIS,790,AHIS 790,Research,Research leading to the Doctorate. Maximum units which may be applied to the degree to be determined by the department.,,,False,1.0-12.0 units,,,,,{},,
AHIS-794A,AHIS,794A,AHIS 794a,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,,,,{'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']},,
AHIS-794B,AHIS,794B,AHIS 794b,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,(FA 794A or AHIS 794A),,,"{'prereq': ['Prerequisite:1 from (FA 794AorAHIS 794A)'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
AHIS-794C,AHIS,794C,AHIS 794c,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,(FA 794B or AHIS 794B),,,"{'prereq': ['Prerequisite:1 from (FA 794BorAHIS 794B)'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
AHIS-794D,AHIS,794D,AHIS 794d,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,2,(FA 794C or AHIS 794C),,,"{'prereq': ['Prerequisite:1 from (FA 794CorAHIS 794C)'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
AHIS-794Z,AHIS,794Z,AHIS 794z,Doctoral Dissertation,Credit on acceptance of Dissertation. Graded CR/NC.,,,False,,0,(FA 794D or AHIS 794D),,,"{'prereq': ['Prerequisite:1 from (FA 794DorAHIS 794D)'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']}",,
ASTR-100,ASTR,100,ASTR 100Lxg,The Universe,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.",E,,True,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'alert': ['Note:Register for lecture, quiz and lab. Quiz and lab options are directly under the lecture section chosen.']}",,
ASTR-104,ASTR,104,ASTR 104L,Special Laboratory,Laboratory component for ASTR 100Lxg for transfer students with equivalent lecture credit from another institution. For transfer students only. Departmental approval. Graded CR/NC.,,,False,,1,,,,{},,
ASTR-200,ASTR,200,ASTR 200Lg,Life in the Universe,"Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth.",E,,True,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""]}",,
ASTR-400,ASTR,400,ASTR 400,The Solar System,Earth's motions; planets and their satellites; comets; meteorites; interplanetary matter; elementary celestial mechanics. Prerequisite: Mathematics 226.,,,False,,4,MATH 226,,,{'prereq': ['Prerequisite:MATH 226']},,
ASTR-490,ASTR,490,ASTR 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior']}",,
BISC-101,BISC,101,BISC 101Lxg,Cellular and Molecular Biology,"Cellular and molecular biology with examples related to human biology and diseases. Fundamental life processes examined at the genetic, cellular and molecular levels.",D,,False,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'alert': ['Note:Register for lecture and one lab']}",,
BISC-102,BISC,102,BISC 102Lxg,Humans and Their Environment,"An examination of the physical and biological laws that influence agriculture, pollution, population dynamics (including humans), climate, biodiversity and ecosystem structure and function. Not available for major credit.",D,,True,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'alert': ['Note:Register for lecture and one lab']}",,
BISC-104,BISC,104,BISC 104Lxg,How the Body Works,"Structure and function of the human body, including the role of organ systems, tissues, and cells in normal function. Malfunctions resulting from disease, substance abuse and lifestyle. Not available for major credit.",D,,False,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'alert': ['Note:Register for lecture and one lab']}",,
BISC-108,BISC,108,BISC 108L,Special Laboratory I,Laboratory component for BISC 120 for entering freshmen or transfer students with advanced placement or equivalent lecture credit from another institution.,,,False,,1,,,,"{'alert': ['Note:To request d-clearance for this course, please visit dornsife.usc.edu/bisc/d-clearance-and-wait-list-information/']}",,
BISC-109,BISC,109,BISC 109L,Special Laboratory II,Laboratory component for BISC 220 for entering freshmen or transfer students with advanced placement or equivalent lecture credit from another institution.,,,False,,1,,,,"{'alert': ['Note:To request d-clearance for this course, please visit dornsife.usc.edu/bisc/d-clearance-and-wait-list-information/']}",,
BISC-120,BISC,120,BISC 120Lg,General Biology,In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.,D,,True,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'alert': ['Note:Register for one lecture, one lab and the quiz section 13172. This course carries GE credit but is intended for a specific group of students rather than a general student audience. The course is part of the curriculum for majors and pre-professional students. Sections 13153 and 13164 are eDNA CURE (research) sections. Final exam date: Wednesday, December 17, 2025, 8:00-10:00 a.m.']}",,
